state,year,month,period,period_name,date,job_openings_rate
North Dakota,2023,2,M02,February,2023-02-01,6.4
North Dakota,2023,3,M03,March,2023-03-01,6.0
North Dakota,2023,4,M04,April,2023-04-01,6.0
North Dakota,2023,5,M05,May,2023-05-01,6.8
North Dakota,2023,6,M06,June,2023-06-01,6.4
North Dakota,2023,7,M07,July,2023-07-01,6.4
North Dakota,2023,8,M08,August,2023-08-01,6.2
North Dakota,2023,9,M09,September,2023-09-01,6.0
North Dakota,2023,10,M10,October,2023-10-01,5.2
North Dakota,2023,11,M11,November,2023-11-01,5.6
North Dakota,2023,12,M12,December,2023-12-01,5.7
North Dakota,2024,1,M01,January,2024-01-01,5.4
North Dakota,2024,2,M02,February,2024-02-01,5.3
North Dakota,2024,3,M03,March,2024-03-01,5.1
North Dakota,2024,4,M04,April,2024-04-01,4.7
North Dakota,2024,5,M05,May,2024-05-01,5.1
North Dakota,2024,6,M06,June,2024-06-01,4.9
North Dakota,2024,7,M07,July,2024-07-01,4.7
North Dakota,2024,8,M08,August,2024-08-01,4.9
North Dakota,2024,9,M09,September,2024-09-01,4.9
North Dakota,2024,10,M10,October,2024-10-01,5.7
North Dakota,2024,11,M11,November,2024-11-01,5.3
North Dakota,2024,12,M12,December,2024-12-01,5.3
North Dakota,2025,1,M01,January,2025-01-01,4.9
North Dakota,2025,2,M02,February,2025-02-01,4.9
North Dakota,2025,3,M03,March,2025-03-01,5.3
North Dakota,2025,4,M04,April,2025-04-01,4.7
North Dakota,2025,5,M05,May,2025-05-01,4.7
North Dakota,2025,6,M06,June,2025-06-01,4.9
North Dakota,2025,7,M07,July,2025-07-01,4.9
North Dakota,2025,8,M08,August,2025-08-01,4.9
North Dakota,2025,9,M09,September,2025-09-01,5.3
North Dakota,2025,10,M10,October,2025-10-01,5.5
North Dakota,2025,11,M11,November,2025-11-01,4.9
North Dakota,2025,12,M12,December,2025-12-01,4.5
Ohio,2022,1,M01,January,2022-01-01,6.6
Ohio,2022,2,M02,February,2022-02-01,7.6
Ohio,2022,3,M03,March,2022-03-01,7.1
Ohio,2022,4,M04,April,2022-04-01,7.1
Ohio,2022,5,M05,May,2022-05-01,6.9
Ohio,2022,6,M06,June,2022-06-01,7.4
Ohio,2022,7,M07,July,2022-07-01,6.9
Ohio,2022,8,M08,August,2022-08-01,6.2
Ohio,2022,9,M09,September,2022-09-01,6.7
Ohio,2022,10,M10,October,2022-10-01,6.1
Ohio,2022,11,M11,November,2022-11-01,6.0
Ohio,2022,12,M12,December,2022-12-01,6.9
Ohio,2023,1,M01,January,2023-01-01,6.1
Ohio,2023,2,M02,February,2023-02-01,5.3
Ohio,2023,3,M03,March,2023-03-01,5.6
Ohio,2023,4,M04,April,2023-04-01,6.1
Ohio,2023,5,M05,May,2023-05-01,6.3
Ohio,2023,6,M06,June,2023-06-01,6.0
Ohio,2023,7,M07,July,2023-07-01,5.1
Ohio,2023,8,M08,August,2023-08-01,5.9
Ohio,2023,9,M09,September,2023-09-01,5.8
Ohio,2023,10,M10,October,2023-10-01,5.4
Ohio,2023,11,M11,November,2023-11-01,5.1
Ohio,2023,12,M12,December,2023-12-01,5.4
Ohio,2024,1,M01,January,2024-01-01,5.2
Ohio,2024,2,M02,February,2024-02-01,4.7
Ohio,2024,3,M03,March,2024-03-01,4.8
Ohio,2024,4,M04,April,2024-04-01,4.2
Ohio,2024,5,M05,May,2024-05-01,4.3
Ohio,2024,6,M06,June,2024-06-01,4.3
Ohio,2024,7,M07,July,2024-07-01,4.8
Ohio,2024,8,M08,August,2024-08-01,4.8
Ohio,2024,9,M09,September,2024-09-01,4.2
Ohio,2024,10,M10,October,2024-10-01,4.6
Ohio,2024,11,M11,November,2024-11-01,4.9
Ohio,2024,12,M12,December,2024-12-01,4.8
Ohio,2025,1,M01,January,2025-01-01,4.8
Ohio,2025,2,M02,February,2025-02-01,4.8
Ohio,2025,3,M03,March,2025-03-01,4.9
Ohio,2025,4,M04,April,2025-04-01,4.3
Ohio,2025,5,M05,May,2025-05-01,4.8
Ohio,2025,6,M06,June,2025-06-01,4.7
Ohio,2025,7,M07,July,2025-07-01,4.3
Ohio,2025,8,M08,August,2025-08-01,4.3
Ohio,2025,9,M09,September,2025-09-01,4.3
Ohio,2025,10,M10,October,2025-10-01,4.9
Ohio,2025,11,M11,November,2025-11-01,4.2
Ohio,2025,12,M12,December,2025-12-01,4.6
Oklahoma,2022,1,M01,January,2022-01-01,7.2
Oklahoma,2022,2,M02,February,2022-02-01,6.8
Oklahoma,2022,3,M03,March,2022-03-01,7.4
Oklahoma,2022,4,M04,April,2022-04-01,6.6
Oklahoma,2022,5,M05,May,2022-05-01,6.8
Oklahoma,2022,6,M06,June,2022-06-01,7.1
Oklahoma,2022,7,M07,July,2022-07-01,6.7
Oklahoma,2022,8,M08,August,2022-08-01,6.8
Oklahoma,2022,9,M09,September,2022-09-01,7.0
Oklahoma,2022,10,M10,October,2022-10-01,6.7
Oklahoma,2022,11,M11,November,2022-11-01,7.2
Oklahoma,2022,12,M12,December,2022-12-01,6.9
Oklahoma,2023,1,M01,January,2023-01-01,7.6
Oklahoma,2023,2,M02,February,2023-02-01,6.5
Oklahoma,2023,3,M03,March,2023-03-01,6.5
Oklahoma,2023,4,M04,April,2023-04-01,6.6
Oklahoma,2023,5,M05,May,2023-05-01,6.5
Oklahoma,2023,6,M06,June,2023-06-01,6.3
Oklahoma,2023,7,M07,July,2023-07-01,5.4
Oklahoma,2023,8,M08,August,2023-08-01,6.1
Oklahoma,2023,9,M09,September,2023-09-01,6.0
Oklahoma,2023,10,M10,October,2023-10-01,6.4
Oklahoma,2023,11,M11,November,2023-11-01,6.0
Oklahoma,2023,12,M12,December,2023-12-01,6.1
Oklahoma,2024,1,M01,January,2024-01-01,5.7
Oklahoma,2024,2,M02,February,2024-02-01,6.0
Oklahoma,2024,3,M03,March,2024-03-01,5.5
Oklahoma,2024,4,M04,April,2024-04-01,5.7
Oklahoma,2024,5,M05,May,2024-05-01,5.6
Oklahoma,2024,6,M06,June,2024-06-01,4.8
Oklahoma,2024,7,M07,July,2024-07-01,5.8
Oklahoma,2024,8,M08,August,2024-08-01,5.8
Oklahoma,2024,9,M09,September,2024-09-01,4.6
Oklahoma,2024,10,M10,October,2024-10-01,5.1
Oklahoma,2024,11,M11,November,2024-11-01,5.9
Oklahoma,2024,12,M12,December,2024-12-01,5.2
Oklahoma,2025,1,M01,January,2025-01-01,4.9
Oklahoma,2025,2,M02,February,2025-02-01,5.2
Oklahoma,2025,3,M03,March,2025-03-01,4.9
Oklahoma,2025,4,M04,April,2025-04-01,5.3
Oklahoma,2025,5,M05,May,2025-05-01,5.8
Oklahoma,2025,6,M06,June,2025-06-01,5.2
Oklahoma,2025,7,M07,July,2025-07-01,5.5
Oklahoma,2025,8,M08,August,2025-08-01,5.3
Oklahoma,2025,9,M09,September,2025-09-01,5.5
Oklahoma,2025,10,M10,October,2025-10-01,5.5
Oklahoma,2025,11,M11,November,2025-11-01,5.6
Oklahoma,2025,12,M12,December,2025-12-01,5.3
Oregon,2022,1,M01,January,2022-01-01,7.5
Oregon,2022,2,M02,February,2022-02-01,7.5
Oregon,2022,3,M03,March,2022-03-01,7.5
Oregon,2022,4,M04,April,2022-04-01,7.2
Oregon,2022,5,M05,May,2022-05-01,6.8
Oregon,2022,6,M06,June,2022-06-01,6.3
Oregon,2022,7,M07,July,2022-07-01,7.4
Oregon,2022,8,M08,August,2022-08-01,6.3
Oregon,2022,9,M09,September,2022-09-01,6.4
Oregon,2022,10,M10,October,2022-10-01,6.8
Oregon,2022,11,M11,November,2022-11-01,6.4
Oregon,2022,12,M12,December,2022-12-01,6.8
Oregon,2023,1,M01,January,2023-01-01,8.5
Oregon,2023,2,M02,February,2023-02-01,5.7
Oregon,2023,3,M03,March,2023-03-01,5.6
Oregon,2023,4,M04,April,2023-04-01,6.5
Oregon,2023,5,M05,May,2023-05-01,5.5
Oregon,2023,6,M06,June,2023-06-01,5.3
Oregon,2023,7,M07,July,2023-07-01,5.4
Oregon,2023,8,M08,August,2023-08-01,5.5
Oregon,2023,9,M09,September,2023-09-01,5.3
Oregon,2023,10,M10,October,2023-10-01,4.7
Oregon,2023,11,M11,November,2023-11-01,4.8
Oregon,2023,12,M12,December,2023-12-01,4.3
Oregon,2024,1,M01,January,2024-01-01,4.9
Oregon,2024,2,M02,February,2024-02-01,5.3
Oregon,2024,3,M03,March,2024-03-01,4.7
Oregon,2024,4,M04,April,2024-04-01,5.1
Oregon,2024,5,M05,May,2024-05-01,4.8
Oregon,2024,6,M06,June,2024-06-01,4.8
Oregon,2024,7,M07,July,2024-07-01,4.6
Oregon,2024,8,M08,August,2024-08-01,4.6
Oregon,2024,9,M09,September,2024-09-01,4.9
Oregon,2024,10,M10,October,2024-10-01,5.0
Oregon,2024,11,M11,November,2024-11-01,4.9
Oregon,2024,12,M12,December,2024-12-01,5.3
Oregon,2025,1,M01,January,2025-01-01,4.9
Oregon,2025,2,M02,February,2025-02-01,4.7
Oregon,2025,3,M03,March,2025-03-01,4.5
Oregon,2025,4,M04,April,2025-04-01,4.2
Oregon,2025,5,M05,May,2025-05-01,4.1
Oregon,2025,6,M06,June,2025-06-01,4.1
Oregon,2025,7,M07,July,2025-07-01,4.0
Oregon,2025,8,M08,August,2025-08-01,4.0
Oregon,2025,9,M09,September,2025-09-01,4.7
Oregon,2025,10,M10,October,2025-10-01,3.9
Oregon,2025,11,M11,November,2025-11-01,3.6
Oregon,2025,12,M12,December,2025-12-01,3.7
Pennsylvania,2022,1,M01,January,2022-01-01,7.9
Pennsylvania,2022,2,M02,February,2022-02-01,7.8
Pennsylvania,2022,3,M03,March,2022-03-01,7.6
Pennsylvania,2022,4,M04,April,2022-04-01,7.0
Pennsylvania,2022,5,M05,May,2022-05-01,7.7
Pennsylvania,2022,6,M06,June,2022-06-01,7.1
Pennsylvania,2022,7,M07,July,2022-07-01,6.7
Pennsylvania,2022,8,M08,August,2022-08-01,5.8
Pennsylvania,2022,9,M09,September,2022-09-01,5.8
Pennsylvania,2022,10,M10,October,2022-10-01,6.4
Pennsylvania,2022,11,M11,November,2022-11-01,6.8
Pennsylvania,2022,12,M12,December,2022-12-01,6.9
Pennsylvania,2023,1,M01,January,2023-01-01,6.2
Pennsylvania,2023,2,M02,February,2023-02-01,6.5
Pennsylvania,2023,3,M03,March,2023-03-01,6.2
Pennsylvania,2023,4,M04,April,2023-04-01,6.0
Pennsylvania,2023,5,M05,May,2023-05-01,5.3
Pennsylvania,2023,6,M06,June,2023-06-01,5.5
Pennsylvania,2023,7,M07,July,2023-07-01,5.3
Pennsylvania,2023,8,M08,August,2023-08-01,5.6
Pennsylvania,2023,9,M09,September,2023-09-01,5.8
Pennsylvania,2023,10,M10,October,2023-10-01,5.8
Pennsylvania,2023,11,M11,November,2023-11-01,5.6
Pennsylvania,2023,12,M12,December,2023-12-01,5.5
Pennsylvania,2024,1,M01,January,2024-01-01,5.5
Pennsylvania,2024,2,M02,February,2024-02-01,5.2
Pennsylvania,2024,3,M03,March,2024-03-01,4.8
Pennsylvania,2024,4,M04,April,2024-04-01,5.0
Pennsylvania,2024,5,M05,May,2024-05-01,5.0
Pennsylvania,2024,6,M06,June,2024-06-01,4.8
Pennsylvania,2024,7,M07,July,2024-07-01,4.5
Pennsylvania,2024,8,M08,August,2024-08-01,4.6
Pennsylvania,2024,9,M09,September,2024-09-01,4.4
Pennsylvania,2024,10,M10,October,2024-10-01,3.5
Pennsylvania,2024,11,M11,November,2024-11-01,4.2
Pennsylvania,2024,12,M12,December,2024-12-01,3.9
Pennsylvania,2025,1,M01,January,2025-01-01,4.4
Pennsylvania,2025,2,M02,February,2025-02-01,4.3
Pennsylvania,2025,3,M03,March,2025-03-01,4.3
Pennsylvania,2025,4,M04,April,2025-04-01,4.5
Pennsylvania,2025,5,M05,May,2025-05-01,4.2
Pennsylvania,2025,6,M06,June,2025-06-01,3.8
Pennsylvania,2025,7,M07,July,2025-07-01,4.0
Pennsylvania,2025,8,M08,August,2025-08-01,3.5
Pennsylvania,2025,9,M09,September,2025-09-01,4.2
Pennsylvania,2025,10,M10,October,2025-10-01,3.9
Pennsylvania,2025,11,M11,November,2025-11-01,3.7
Pennsylvania,2025,12,M12,December,2025-12-01,3.7
Rhode Island,2022,1,M01,January,2022-01-01,7.6
Rhode Island,2022,2,M02,February,2022-02-01,8.0
Rhode Island,2022,3,M03,March,2022-03-01,7.7
Rhode Island,2022,4,M04,April,2022-04-01,8.0
Rhode Island,2022,5,M05,May,2022-05-01,7.4
Rhode Island,2022,6,M06,June,2022-06-01,7.6
Rhode Island,2022,7,M07,July,2022-07-01,7.0
Rhode Island,2022,8,M08,August,2022-08-01,6.5
Rhode Island,2022,9,M09,September,2022-09-01,6.4
Rhode Island,2022,10,M10,October,2022-10-01,6.5
Rhode Island,2022,11,M11,November,2022-11-01,6.2
Rhode Island,2022,12,M12,December,2022-12-01,6.5
Rhode Island,2023,1,M01,January,2023-01-01,5.6
Rhode Island,2023,2,M02,February,2023-02-01,6.7
Rhode Island,2023,3,M03,March,2023-03-01,6.0
Rhode Island,2023,4,M04,April,2023-04-01,5.8
Rhode Island,2023,5,M05,May,2023-05-01,5.6
Rhode Island,2023,6,M06,June,2023-06-01,5.1
Rhode Island,2023,7,M07,July,2023-07-01,5.2
Rhode Island,2023,8,M08,August,2023-08-01,5.6
Rhode Island,2023,9,M09,September,2023-09-01,5.7
Rhode Island,2023,10,M10,October,2023-10-01,5.6
Rhode Island,2023,11,M11,November,2023-11-01,5.6
Rhode Island,2023,12,M12,December,2023-12-01,5.6
Rhode Island,2024,1,M01,January,2024-01-01,5.2
Rhode Island,2024,2,M02,February,2024-02-01,5.2
Rhode Island,2024,3,M03,March,2024-03-01,5.0
Rhode Island,2024,4,M04,April,2024-04-01,5.4
Rhode Island,2024,5,M05,May,2024-05-01,5.4
Rhode Island,2024,6,M06,June,2024-06-01,5.2
Rhode Island,2024,7,M07,July,2024-07-01,5.0
Rhode Island,2024,8,M08,August,2024-08-01,5.2
Rhode Island,2024,9,M09,September,2024-09-01,5.4
Rhode Island,2024,10,M10,October,2024-10-01,4.5
Rhode Island,2024,11,M11,November,2024-11-01,5.5
Rhode Island,2024,12,M12,December,2024-12-01,5.0
Rhode Island,2025,1,M01,January,2025-01-01,5.2
Rhode Island,2025,2,M02,February,2025-02-01,5.2
Rhode Island,2025,3,M03,March,2025-03-01,4.4
Rhode Island,2025,4,M04,April,2025-04-01,5.1
Rhode Island,2025,5,M05,May,2025-05-01,5.2
Rhode Island,2025,6,M06,June,2025-06-01,5.0
Rhode Island,2025,7,M07,July,2025-07-01,4.8
Rhode Island,2025,8,M08,August,2025-08-01,4.5
Rhode Island,2025,9,M09,September,2025-09-01,4.8
Rhode Island,2025,10,M10,October,2025-10-01,4.6
Rhode Island,2025,11,M11,November,2025-11-01,5.5
Rhode Island,2025,12,M12,December,2025-12-01,4.3
South Carolina,2022,1,M01,January,2022-01-01,6.9
South Carolina,2022,2,M02,February,2022-02-01,7.5
South Carolina,2022,3,M03,March,2022-03-01,8.7
South Carolina,2022,4,M04,April,2022-04-01,7.8
South Carolina,2022,5,M05,May,2022-05-01,7.7
South Carolina,2022,6,M06,June,2022-06-01,7.5
South Carolina,2022,7,M07,July,2022-07-01,7.2
South Carolina,2022,8,M08,August,2022-08-01,6.6
South Carolina,2022,9,M09,September,2022-09-01,7.1
South Carolina,2022,10,M10,October,2022-10-01,7.0
South Carolina,2022,11,M11,November,2022-11-01,7.3
South Carolina,2022,12,M12,December,2022-12-01,7.5
South Carolina,2023,1,M01,January,2023-01-01,7.5
South Carolina,2023,2,M02,February,2023-02-01,7.1
South Carolina,2023,3,M03,March,2023-03-01,7.5
South Carolina,2023,4,M04,April,2023-04-01,7.3
South Carolina,2023,5,M05,May,2023-05-01,7.1
South Carolina,2023,6,M06,June,2023-06-01,6.8
South Carolina,2023,7,M07,July,2023-07-01,7.0
South Carolina,2023,8,M08,August,2023-08-01,6.6
South Carolina,2023,9,M09,September,2023-09-01,6.7
South Carolina,2023,10,M10,October,2023-10-01,6.7
South Carolina,2023,11,M11,November,2023-11-01,6.6
South Carolina,2023,12,M12,December,2023-12-01,6.2
South Carolina,2024,1,M01,January,2024-01-01,6.4
South Carolina,2024,2,M02,February,2024-02-01,6.5
South Carolina,2024,3,M03,March,2024-03-01,6.0
South Carolina,2024,4,M04,April,2024-04-01,5.9
South Carolina,2024,5,M05,May,2024-05-01,5.8
South Carolina,2024,6,M06,June,2024-06-01,5.4
South Carolina,2024,7,M07,July,2024-07-01,5.4
South Carolina,2024,8,M08,August,2024-08-01,6.0
South Carolina,2024,9,M09,September,2024-09-01,5.3
South Carolina,2024,10,M10,October,2024-10-01,5.6
South Carolina,2024,11,M11,November,2024-11-01,6.1
South Carolina,2024,12,M12,December,2024-12-01,5.4
South Carolina,2025,1,M01,January,2025-01-01,5.3
South Carolina,2025,2,M02,February,2025-02-01,4.8
South Carolina,2025,3,M03,March,2025-03-01,4.6
South Carolina,2025,4,M04,April,2025-04-01,4.9
South Carolina,2025,5,M05,May,2025-05-01,5.6
South Carolina,2025,6,M06,June,2025-06-01,5.4
South Carolina,2025,7,M07,July,2025-07-01,4.9
South Carolina,2025,8,M08,August,2025-08-01,5.0
South Carolina,2025,9,M09,September,2025-09-01,5.2
South Carolina,2025,10,M10,October,2025-10-01,4.9
South Carolina,2025,11,M11,November,2025-11-01,4.6
South Carolina,2025,12,M12,December,2025-12-01,4.5
South Dakota,2022,1,M01,January,2022-01-01,7.8
South Dakota,2022,2,M02,February,2022-02-01,7.2
South Dakota,2022,3,M03,March,2022-03-01,7.2
South Dakota,2022,4,M04,April,2022-04-01,6.8
South Dakota,2022,5,M05,May,2022-05-01,6.6
South Dakota,2022,6,M06,June,2022-06-01,6.8
South Dakota,2022,7,M07,July,2022-07-01,6.6
South Dakota,2022,8,M08,August,2022-08-01,6.0
South Dakota,2022,9,M09,September,2022-09-01,6.0
South Dakota,2022,10,M10,October,2022-10-01,5.4
South Dakota,2022,11,M11,November,2022-11-01,5.6
South Dakota,2022,12,M12,December,2022-12-01,6.2
South Dakota,2023,1,M01,January,2023-01-01,6.2
South Dakota,2023,2,M02,February,2023-02-01,6.1
South Dakota,2023,3,M03,March,2023-03-01,5.6
South Dakota,2023,4,M04,April,2023-04-01,5.9
South Dakota,2023,5,M05,May,2023-05-01,6.1
South Dakota,2023,6,M06,June,2023-06-01,5.9
South Dakota,2023,7,M07,July,2023-07-01,4.9
South Dakota,2023,8,M08,August,2023-08-01,6.1
South Dakota,2023,9,M09,September,2023-09-01,5.5
South Dakota,2023,10,M10,October,2023-10-01,4.7
South Dakota,2023,11,M11,November,2023-11-01,5.5
South Dakota,2023,12,M12,December,2023-12-01,5.9
South Dakota,2024,1,M01,January,2024-01-01,4.7
South Dakota,2024,2,M02,February,2024-02-01,5.1
South Dakota,2024,3,M03,March,2024-03-01,4.7
South Dakota,2024,4,M04,April,2024-04-01,4.3
South Dakota,2024,5,M05,May,2024-05-01,4.7
South Dakota,2024,6,M06,June,2024-06-01,4.5
South Dakota,2024,7,M07,July,2024-07-01,4.3
South Dakota,2024,8,M08,August,2024-08-01,4.5
South Dakota,2024,9,M09,September,2024-09-01,4.5
South Dakota,2024,10,M10,October,2024-10-01,5.0
South Dakota,2024,11,M11,November,2024-11-01,4.7
South Dakota,2024,12,M12,December,2024-12-01,4.5
South Dakota,2025,1,M01,January,2025-01-01,4.3
South Dakota,2025,2,M02,February,2025-02-01,4.5
South Dakota,2025,3,M03,March,2025-03-01,4.6
South Dakota,2025,4,M04,April,2025-04-01,4.3
South Dakota,2025,5,M05,May,2025-05-01,4.7
South Dakota,2025,6,M06,June,2025-06-01,4.3
South Dakota,2025,7,M07,July,2025-07-01,4.5
South Dakota,2025,8,M08,August,2025-08-01,4.3
South Dakota,2025,9,M09,September,2025-09-01,4.6
South Dakota,2025,10,M10,October,2025-10-01,4.8
South Dakota,2025,11,M11,November,2025-11-01,4.2
South Dakota,2025,12,M12,December,2025-12-01,4.1
Tennessee,2022,1,M01,January,2022-01-01,7.2
Tennessee,2022,2,M02,February,2022-02-01,7.9
Tennessee,2022,3,M03,March,2022-03-01,8.6
Tennessee,2022,4,M04,April,2022-04-01,7.7
Tennessee,2022,5,M05,May,2022-05-01,7.8
Tennessee,2022,6,M06,June,2022-06-01,7.3
Tennessee,2022,7,M07,July,2022-07-01,7.5
Tennessee,2022,8,M08,August,2022-08-01,6.7
Tennessee,2022,9,M09,September,2022-09-01,7.6
Tennessee,2022,10,M10,October,2022-10-01,6.8
Tennessee,2022,11,M11,November,2022-11-01,7.4
Tennessee,2022,12,M12,December,2022-12-01,7.2
Tennessee,2023,1,M01,January,2023-01-01,7.3
Tennessee,2023,2,M02,February,2023-02-01,6.9
Tennessee,2023,3,M03,March,2023-03-01,6.5
Tennessee,2023,4,M04,April,2023-04-01,6.4
Tennessee,2023,5,M05,May,2023-05-01,6.3
Tennessee,2023,6,M06,June,2023-06-01,6.3
Tennessee,2023,7,M07,July,2023-07-01,4.8
Tennessee,2023,8,M08,August,2023-08-01,6.1
Tennessee,2023,9,M09,September,2023-09-01,8.5
Tennessee,2023,10,M10,October,2023-10-01,6.1
Tennessee,2023,11,M11,November,2023-11-01,5.8
Tennessee,2023,12,M12,December,2023-12-01,6.1
Tennessee,2024,1,M01,January,2024-01-01,5.6
Tennessee,2024,2,M02,February,2024-02-01,5.3
Tennessee,2024,3,M03,March,2024-03-01,5.0
Tennessee,2024,4,M04,April,2024-04-01,5.3
Tennessee,2024,5,M05,May,2024-05-01,4.8
Tennessee,2024,6,M06,June,2024-06-01,4.6
Tennessee,2024,7,M07,July,2024-07-01,4.7
Tennessee,2024,8,M08,August,2024-08-01,4.8
Tennessee,2024,9,M09,September,2024-09-01,4.6
Tennessee,2024,10,M10,October,2024-10-01,5.0
Tennessee,2024,11,M11,November,2024-11-01,5.4
Tennessee,2024,12,M12,December,2024-12-01,4.5
Tennessee,2025,1,M01,January,2025-01-01,4.8
Tennessee,2025,2,M02,February,2025-02-01,4.4
Tennessee,2025,3,M03,March,2025-03-01,4.7
Tennessee,2025,4,M04,April,2025-04-01,4.6
Tennessee,2025,5,M05,May,2025-05-01,4.6
Tennessee,2025,6,M06,June,2025-06-01,4.8
Tennessee,2025,7,M07,July,2025-07-01,4.1
Tennessee,2025,8,M08,August,2025-08-01,4.1
Tennessee,2025,9,M09,September,2025-09-01,4.7
Tennessee,2025,10,M10,October,2025-10-01,4.7
Tennessee,2025,11,M11,November,2025-11-01,4.2
Tennessee,2025,12,M12,December,2025-12-01,4.0
Texas,2022,1,M01,January,2022-01-01,6.7
Texas,2022,2,M02,February,2022-02-01,6.8
Texas,2022,3,M03,March,2022-03-01,7.5
Texas,2022,4,M04,April,2022-04-01,7.6
Texas,2022,5,M05,May,2022-05-01,7.1
Texas,2022,6,M06,June,2022-06-01,7.3
Texas,2022,7,M07,July,2022-07-01,7.0
Texas,2022,8,M08,August,2022-08-01,6.2
Texas,2022,9,M09,September,2022-09-01,7.0
Texas,2022,10,M10,October,2022-10-01,6.4
Texas,2022,11,M11,November,2022-11-01,6.1
Texas,2022,12,M12,December,2022-12-01,6.2
Texas,2023,1,M01,January,2023-01-01,5.9
Texas,2023,2,M02,February,2023-02-01,5.7
Texas,2023,3,M03,March,2023-03-01,5.3
Texas,2023,4,M04,April,2023-04-01,5.4
Texas,2023,5,M05,May,2023-05-01,5.3
Texas,2023,6,M06,June,2023-06-01,5.3
Texas,2023,7,M07,July,2023-07-01,5.2
Texas,2023,8,M08,August,2023-08-01,5.3
Texas,2023,9,M09,September,2023-09-01,5.4
Texas,2023,10,M10,October,2023-10-01,5.2
Texas,2023,11,M11,November,2023-11-01,5.4
Texas,2023,12,M12,December,2023-12-01,5.3
Texas,2024,1,M01,January,2024-01-01,5.3
Texas,2024,2,M02,February,2024-02-01,5.0
Texas,2024,3,M03,March,2024-03-01,4.8
Texas,2024,4,M04,April,2024-04-01,4.2
Texas,2024,5,M05,May,2024-05-01,4.3
Texas,2024,6,M06,June,2024-06-01,3.9
Texas,2024,7,M07,July,2024-07-01,3.9
Texas,2024,8,M08,August,2024-08-01,4.3
Texas,2024,9,M09,September,2024-09-01,3.4
Texas,2024,10,M10,October,2024-10-01,3.9
Texas,2024,11,M11,November,2024-11-01,4.5
Texas,2024,12,M12,December,2024-12-01,4.0
Texas,2025,1,M01,January,2025-01-01,3.9
Texas,2025,2,M02,February,2025-02-01,3.9
Texas,2025,3,M03,March,2025-03-01,3.8
Texas,2025,4,M04,April,2025-04-01,4.0
Texas,2025,5,M05,May,2025-05-01,4.3
Texas,2025,6,M06,June,2025-06-01,3.8
Texas,2025,7,M07,July,2025-07-01,3.8
Texas,2025,8,M08,August,2025-08-01,4.0
Texas,2025,9,M09,September,2025-09-01,5.0
Texas,2025,10,M10,October,2025-10-01,4.1
Texas,2025,11,M11,November,2025-11-01,4.2
Texas,2025,12,M12,December,2025-12-01,4.0
Utah,2022,1,M01,January,2022-01-01,7.2
Utah,2022,2,M02,February,2022-02-01,6.9
Utah,2022,3,M03,March,2022-03-01,7.1
Utah,2022,4,M04,April,2022-04-01,6.7
Utah,2022,5,M05,May,2022-05-01,6.8
Utah,2022,6,M06,June,2022-06-01,6.3
Utah,2022,7,M07,July,2022-07-01,6.8
Utah,2022,8,M08,August,2022-08-01,6.2
Utah,2022,9,M09,September,2022-09-01,6.4
Utah,2022,10,M10,October,2022-10-01,6.1
Utah,2022,11,M11,November,2022-11-01,6.2
Utah,2022,12,M12,December,2022-12-01,7.1
Utah,2023,1,M01,January,2023-01-01,5.9
Utah,2023,2,M02,February,2023-02-01,5.8
Utah,2023,3,M03,March,2023-03-01,5.7
Utah,2023,4,M04,April,2023-04-01,6.4
Utah,2023,5,M05,May,2023-05-01,5.7
Utah,2023,6,M06,June,2023-06-01,5.5
Utah,2023,7,M07,July,2023-07-01,5.7
Utah,2023,8,M08,August,2023-08-01,6.8
Utah,2023,9,M09,September,2023-09-01,5.6
Utah,2023,10,M10,October,2023-10-01,5.2
Utah,2023,11,M11,November,2023-11-01,4.8
Utah,2023,12,M12,December,2023-12-01,4.4
Utah,2024,1,M01,January,2024-01-01,4.7
Utah,2024,2,M02,February,2024-02-01,4.6
Utah,2024,3,M03,March,2024-03-01,4.6
Utah,2024,4,M04,April,2024-04-01,4.2
Utah,2024,5,M05,May,2024-05-01,4.7
Utah,2024,6,M06,June,2024-06-01,4.4
Utah,2024,7,M07,July,2024-07-01,4.1
Utah,2024,8,M08,August,2024-08-01,4.3
Utah,2024,9,M09,September,2024-09-01,4.2
Utah,2024,10,M10,October,2024-10-01,4.6
Utah,2024,11,M11,November,2024-11-01,4.6
Utah,2024,12,M12,December,2024-12-01,4.3
Utah,2025,1,M01,January,2025-01-01,4.6
Utah,2025,2,M02,February,2025-02-01,4.6
Utah,2025,3,M03,March,2025-03-01,4.3
Utah,2025,4,M04,April,2025-04-01,4.1
Utah,2025,5,M05,May,2025-05-01,3.7
Utah,2025,6,M06,June,2025-06-01,4.0
Utah,2025,7,M07,July,2025-07-01,4.1
Utah,2025,8,M08,August,2025-08-01,4.0
Utah,2025,9,M09,September,2025-09-01,4.5
Utah,2025,10,M10,October,2025-10-01,4.0
Utah,2025,11,M11,November,2025-11-01,3.8
Utah,2025,12,M12,December,2025-12-01,3.6
Vermont,2022,1,M01,January,2022-01-01,8.3
Vermont,2022,2,M02,February,2022-02-01,7.9
Vermont,2022,3,M03,March,2022-03-01,7.6
Vermont,2022,4,M04,April,2022-04-01,7.9
Vermont,2022,5,M05,May,2022-05-01,7.3
Vermont,2022,6,M06,June,2022-06-01,7.3
